巅峰等级,总经验,下一等级,增量
4489,"1,381,770,401,880,000","970,844,160,000","457,980,000"
4490,"1,382,741,246,040,000","971,302,242,000","458,082,000"
4491,"1,383,712,548,282,000","971,760,426,000","458,184,000"
4492,"1,384,684,308,708,000","972,218,712,000","458,286,000"
4493,"1,385,656,527,420,000","972,677,100,000","458,388,000"
4494,"1,386,629,204,520,000","973,135,590,000","458,490,000"
4495,"1,387,602,340,110,000","973,594,182,000","458,592,000"
4496,"1,388,575,934,292,000","974,052,876,000","458,694,000"
4497,"1,389,549,987,168,000","974,511,672,000","458,796,000"
4498,"1,390,524,498,840,000","974,970,570,000","458,898,000"
4499,"1,391,499,469,410,000","975,429,570,000","459,000,000"
4500,"1,392,474,898,980,000","975,888,672,000","459,102,000"
4501,"1,393,450,787,652,000","976,347,876,000","459,204,000"
4502,"1,394,427,135,528,000","976,807,182,000","459,306,000"
4503,"1,395,403,942,710,000","977,266,590,000","459,408,000"
4504,"1,396,381,209,300,000","977,726,100,000","459,510,000"
4505,"1,397,358,935,400,000","978,185,712,000","459,612,000"
4506,"1,398,337,121,112,000","978,645,426,000","459,714,000"
4507,"1,399,315,766,538,000","979,105,242,000","459,816,000"
4508,"1,400,294,871,780,000","979,565,160,000","459,918,000"
4509,"1,401,274,436,940,000","980,025,180,000","460,020,000"
4510,"1,402,254,462,120,000","980,485,302,000","460,122,000"
4511,"1,403,234,947,422,000","980,945,526,000","460,224,000"
4512,"1,404,215,892,948,000","981,405,852,000","460,326,000"
4513,"1,405,197,298,800,000","981,866,280,000","460,428,000"
4514,"1,406,179,165,080,000","982,326,810,000","460,530,000"
4515,"1,407,161,491,890,000","982,787,442,000","460,632,000"
4516,"1,408,144,279,332,000","983,248,176,000","460,734,000"
4517,"1,409,127,527,508,000","983,709,012,000","460,836,000"
4518,"1,410,111,236,520,000","984,169,950,000","460,938,000"
4519,"1,411,095,406,470,000","984,630,990,000","461,040,000"
4520,"1,412,080,037,460,000","985,092,132,000","461,142,000"
4521,"1,413,065,129,592,000","985,553,376,000","461,244,000"
4522,"1,414,050,682,968,000","986,014,722,000","461,346,000"
4523,"1,415,036,697,690,000","986,476,170,000","461,448,000"
4524,"1,416,023,173,860,000","986,937,720,000","461,550,000"
4525,"1,417,010,111,580,000","987,399,372,000","461,652,000"
4526,"1,417,997,510,952,000","987,861,126,000","461,754,000"
4527,"1,418,985,372,078,000","988,322,982,000","461,856,000"
4528,"1,419,973,695,060,000","988,784,940,000","461,958,000"
4529,"1,420,962,480,000,000","989,247,000,000","462,060,000"
4530,"1,421,951,727,000,000","989,709,162,000","462,162,000"
4531,"1,422,941,436,162,000","990,171,426,000","462,264,000"
4532,"1,423,931,607,588,000","990,633,792,000","462,366,000"
4533,"1,424,922,241,380,000","991,096,260,000","462,468,000"
4534,"1,425,913,337,640,000","991,558,830,000","462,570,000"
4535,"1,426,904,896,470,000","992,021,502,000","462,672,000"
4536,"1,427,896,917,972,000","992,484,276,000","462,774,000"
4537,"1,428,889,402,248,000","992,947,152,000","462,876,000"
4538,"1,429,882,349,400,000","993,410,130,000","462,978,000"
4539,"1,430,875,759,530,000","993,873,210,000","463,080,000"
4540,"1,431,869,632,740,000","994,336,392,000","463,182,000"
4541,"1,432,863,969,132,000","994,799,676,000","463,284,000"
4542,"1,433,858,768,808,000","995,263,062,000","463,386,000"
4543,"1,434,854,031,870,000","995,726,550,000","463,488,000"
4544,"1,435,849,758,420,000","996,190,140,000","463,590,000"
4545,"1,436,845,948,560,000","996,653,832,000","463,692,000"
4546,"1,437,842,602,392,000","997,117,626,000","463,794,000"
4547,"1,438,839,720,018,000","997,581,522,000","463,896,000"
4548,"1,439,837,301,540,000","998,045,520,000","463,998,000"
4549,"1,440,835,347,060,000","998,509,620,000","464,100,000"
4550,"1,441,833,856,680,000","998,973,822,000","464,202,000"
4551,"1,442,832,830,502,000","999,438,126,000","464,304,000"
4552,"1,443,832,268,628,000","999,902,532,000","464,406,000"
4553,"1,444,832,171,160,000","1,000,367,040,000","464,508,000"
4554,"1,445,832,538,200,000","1,000,831,650,000","464,610,000"
4555,"1,446,833,369,850,000","1,001,296,362,000","464,712,000"
4556,"1,447,834,666,212,000","1,001,761,176,000","464,814,000"
4557,"1,448,836,427,388,000","1,002,226,092,000","464,916,000"
4558,"1,449,838,653,480,000","1,002,691,110,000","465,018,000"
4559,"1,450,841,344,590,000","1,003,156,230,000","465,120,000"
4560,"1,451,844,500,820,000","1,003,621,452,000","465,222,000"
4561,"1,452,848,122,272,000","1,004,086,776,000","465,324,000"
4562,"1,453,852,209,048,000","1,004,552,202,000","465,426,000"
4563,"1,454,856,761,250,000","1,005,017,730,000","465,528,000"
4564,"1,455,861,778,980,000","1,005,483,360,000","465,630,000"
4565,"1,456,867,262,340,000","1,005,949,092,000","465,732,000"
4566,"1,457,873,211,432,000","1,006,414,926,000","465,834,000"
4567,"1,458,879,626,358,000","1,006,880,862,000","465,936,000"
4568,"1,459,886,507,220,000","1,007,346,900,000","466,038,000"
4569,"1,460,893,854,120,000","1,007,813,040,000","466,140,000"
4570,"1,461,901,667,160,000","1,008,279,282,000","466,242,000"
4571,"1,462,909,946,442,000","1,008,745,626,000","466,344,000"
4572,"1,463,918,692,068,000","1,009,212,072,000","466,446,000"
4573,"1,464,927,904,140,000","1,009,678,620,000","466,548,000"
4574,"1,465,937,582,760,000","1,010,145,270,000","466,650,000"
4575,"1,466,947,728,030,000","1,010,612,022,000","466,752,000"
4576,"1,467,958,340,052,000","1,011,078,876,000","466,854,000"
4577,"1,468,969,418,928,000","1,011,545,832,000","466,956,000"
4578,"1,469,980,964,760,000","1,012,012,890,000","467,058,000"
4579,"1,470,992,977,650,000","1,012,480,050,000","467,160,000"
4580,"1,472,005,457,700,000","1,012,947,312,000","467,262,000"
4581,"1,473,018,405,012,000","1,013,414,676,000","467,364,000"
4582,"1,474,031,819,688,000","1,013,882,142,000","467,466,000"
4583,"1,475,045,701,830,000","1,014,349,710,000","467,568,000"
4584,"1,476,060,051,540,000","1,014,817,380,000","467,670,000"
4585,"1,477,074,868,920,000","1,015,285,152,000","467,772,000"
4586,"1,478,090,154,072,000","1,015,753,026,000","467,874,000"
4587,"1,479,105,907,098,000","1,016,221,002,000","467,976,000"
4588,"1,480,122,128,100,000","1,016,689,080,000","468,078,000"
4589,"1,481,138,817,180,000","1,017,157,260,000","468,180,000"
4590,"1,482,155,974,440,000","1,017,625,542,000","468,282,000"
4591,"1,483,173,599,982,000","1,018,093,926,000","468,384,000"
4592,"1,484,191,693,908,000","1,018,562,412,000","468,486,000"
4593,"1,485,210,256,320,000","1,019,031,000,000","468,588,000"
4594,"1,486,229,287,320,000","1,019,499,690,000","468,690,000"
4595,"1,487,248,787,010,000","1,019,968,482,000","468,792,000"
4596,"1,488,268,755,492,000","1,020,437,376,000","468,894,000"
4597,"1,489,289,192,868,000","1,020,906,372,000","468,996,000"
4598,"1,490,310,099,240,000","1,021,375,470,000","469,098,000"
4599,"1,491,331,474,710,000","1,021,844,670,000","469,200,000"
4600,"1,492,353,319,380,000","1,022,313,972,000","469,302,000"
4601,"1,493,375,633,352,000","1,022,783,376,000","469,404,000"
4602,"1,494,398,416,728,000","1,023,252,882,000","469,506,000"
4603,"1,495,421,669,610,000","1,023,722,490,000","469,608,000"
4604,"1,496,445,392,100,000","1,024,192,200,000","469,710,000"
4605,"1,497,469,584,300,000","1,024,662,012,000","469,812,000"
4606,"1,498,494,246,312,000","1,025,131,926,000","469,914,000"
4607,"1,499,519,378,238,000","1,025,601,942,000","470,016,000"
4608,"1,500,544,980,180,000","1,026,072,060,000","470,118,000"
4609,"1,501,571,052,240,000","1,026,542,280,000","470,220,000"
4610,"1,502,597,594,520,000","1,027,012,602,000","470,322,000"
4611,"1,503,624,607,122,000","1,027,483,026,000","470,424,000"
4612,"1,504,652,090,148,000","1,027,953,552,000","470,526,000"
4613,"1,505,680,043,700,000","1,028,424,180,000","470,628,000"
4614,"1,506,708,467,880,000","1,028,894,910,000","470,730,000"
4615,"1,507,737,362,790,000","1,029,365,742,000","470,832,000"
4616,"1,508,766,728,532,000","1,029,836,676,000","470,934,000"
4617,"1,509,796,565,208,000","1,030,307,712,000","471,036,000"
4618,"1,510,826,872,920,000","1,030,778,850,000","471,138,000"
4619,"1,511,857,651,770,000","1,031,250,090,000","471,240,000"
4620,"1,512,888,901,860,000","1,031,721,432,000","471,342,000"
4621,"1,513,920,623,292,000","1,032,192,876,000","471,444,000"
4622,"1,514,952,816,168,000","1,032,664,422,000","471,546,000"
4623,"1,515,985,480,590,000","1,033,136,070,000","471,648,000"
4624,"1,517,018,616,660,000","1,033,607,820,000","471,750,000"
4625,"1,518,052,224,480,000","1,034,079,672,000","471,852,000"
4626,"1,519,086,304,152,000","1,034,551,626,000","471,954,000"
4627,"1,520,120,855,778,000","1,035,023,682,000","472,056,000"
4628,"1,521,155,879,460,000","1,035,495,840,000","472,158,000"
4629,"1,522,191,375,300,000","1,035,968,100,000","472,260,000"
4630,"1,523,227,343,400,000","1,036,440,462,000","472,362,000"
4631,"1,524,263,783,862,000","1,036,912,926,000","472,464,000"
4632,"1,525,300,696,788,000","1,037,385,492,000","472,566,000"
4633,"1,526,338,082,280,000","1,037,858,160,000","472,668,000"
4634,"1,527,375,940,440,000","1,038,330,930,000","472,770,000"
4635,"1,528,414,271,370,000","1,038,803,802,000","472,872,000"
4636,"1,529,453,075,172,000","1,039,276,776,000","472,974,000"
4637,"1,530,492,351,948,000","1,039,749,852,000","473,076,000"
4638,"1,531,532,101,800,000","1,040,223,030,000","473,178,000"
4639,"1,532,572,324,830,000","1,040,696,310,000","473,280,000"
4640,"1,533,613,021,140,000","1,041,169,692,000","473,382,000"
4641,"1,534,654,190,832,000","1,041,643,176,000","473,484,000"
4642,"1,535,695,834,008,000","1,042,116,762,000","473,586,000"
4643,"1,536,737,950,770,000","1,042,590,450,000","473,688,000"
4644,"1,537,780,541,220,000","1,043,064,240,000","473,790,000"
4645,"1,538,823,605,460,000","1,043,538,132,000","473,892,000"
4646,"1,539,867,143,592,000","1,044,012,126,000","473,994,000"
4647,"1,540,911,155,718,000","1,044,486,222,000","474,096,000"
4648,"1,541,955,641,940,000","1,044,960,420,000","474,198,000"
4649,"1,543,000,602,360,000","1,045,434,720,000","474,300,000"
4650,"1,544,046,037,080,000","1,045,909,122,000","474,402,000"
4651,"1,545,091,946,202,000","1,046,383,626,000","474,504,000"
4652,"1,546,138,329,828,000","1,046,858,232,000","474,606,000"
4653,"1,547,185,188,060,000","1,047,332,940,000","474,708,000"
4654,"1,548,232,521,000,000","1,047,807,750,000","474,810,000"
4655,"1,549,280,328,750,000","1,048,282,662,000","474,912,000"
4656,"1,550,328,611,412,000","1,048,757,676,000","475,014,000"
4657,"1,551,377,369,088,000","1,049,232,792,000","475,116,000"
4658,"1,552,426,601,880,000","1,049,708,010,000","475,218,000"
4659,"1,553,476,309,890,000","1,050,183,330,000","475,320,000"
4660,"1,554,526,493,220,000","1,050,658,752,000","475,422,000"
4661,"1,555,577,151,972,000","1,051,134,276,000","475,524,000"
4662,"1,556,628,286,248,000","1,051,609,902,000","475,626,000"
4663,"1,557,679,896,150,000","1,052,085,630,000","475,728,000"
4664,"1,558,731,981,780,000","1,052,561,460,000","475,830,000"
4665,"1,559,784,543,240,000","1,053,037,392,000","475,932,000"
4666,"1,560,837,580,632,000","1,053,513,426,000","476,034,000"
4667,"1,561,891,094,058,000","1,053,989,562,000","476,136,000"
4668,"1,562,945,083,620,000","1,054,465,800,000","476,238,000"
4669,"1,563,999,549,420,000","1,054,942,140,000","476,340,000"
4670,"1,565,054,491,560,000","1,055,418,582,000","476,442,000"
4671,"1,566,109,910,142,000","1,055,895,126,000","476,544,000"
4672,"1,567,165,805,268,000","1,056,371,772,000","476,646,000"
4673,"1,568,222,177,040,000","1,056,848,520,000","476,748,000"
4674,"1,569,279,025,560,000","1,057,325,370,000","476,850,000"
4675,"1,570,336,350,930,000","1,057,802,322,000","476,952,000"
4676,"1,571,394,153,252,000","1,058,279,376,000","477,054,000"
4677,"1,572,452,432,628,000","1,058,756,532,000","477,156,000"
4678,"1,573,511,189,160,000","1,059,233,790,000","477,258,000"
4679,"1,574,570,422,950,000","1,059,711,150,000","477,360,000"
4680,"1,575,630,134,100,000","1,060,188,612,000","477,462,000"
4681,"1,576,690,322,712,000","1,060,666,176,000","477,564,000"
4682,"1,577,750,988,888,000","1,061,143,842,000","477,666,000"
4683,"1,578,812,132,730,000","1,061,621,610,000","477,768,000"
4684,"1,579,873,754,340,000","1,062,099,480,000","477,870,000"
4685,"1,580,935,853,820,000","1,062,577,452,000","477,972,000"
4686,"1,581,998,431,272,000","1,063,055,526,000","478,074,000"
4687,"1,583,061,486,798,000","1,063,533,702,000","478,176,000"
4688,"1,584,125,020,500,000","1,064,011,980,000","478,278,000"
4689,"1,585,189,032,480,000","1,064,490,360,000","478,380,000"
4690,"1,586,253,522,840,000","1,064,968,842,000","478,482,000"
4691,"1,587,318,491,682,000","1,065,447,426,000","478,584,000"
4692,"1,588,383,939,108,000","1,065,926,112,000","478,686,000"
4693,"1,589,449,865,220,000","1,066,404,900,000","478,788,000"
4694,"1,590,516,270,120,000","1,066,883,790,000","478,890,000"
4695,"1,591,583,153,910,000","1,067,362,782,000","478,992,000"
4696,"1,592,650,516,692,000","1,067,841,876,000","479,094,000"
4697,"1,593,718,358,568,000","1,068,321,072,000","479,196,000"
4698,"1,594,786,679,640,000","1,068,800,370,000","479,298,000"
4699,"1,595,855,480,010,000","1,069,279,770,000","479,400,000"
4700,"1,596,924,759,780,000","1,069,759,272,000","479,502,000"
4701,"1,597,994,519,052,000","1,070,238,876,000","479,604,000"
4702,"1,599,064,757,928,000","1,070,718,582,000","479,706,000"
4703,"1,600,135,476,510,000","1,071,198,390,000","479,808,000"
4704,"1,601,206,674,900,000","1,071,678,300,000","479,910,000"
4705,"1,602,278,353,200,000","1,072,158,312,000","480,012,000"
4706,"1,603,350,511,512,000","1,072,638,426,000","480,114,000"
4707,"1,604,423,149,938,000","1,073,118,642,000","480,216,000"
4708,"1,605,496,268,580,000","1,073,598,960,000","480,318,000"
4709,"1,606,569,867,540,000","1,074,079,380,000","480,420,000"
4710,"1,607,643,946,920,000","1,074,559,902,000","480,522,000"
4711,"1,608,718,506,822,000","1,075,040,526,000","480,624,000"
4712,"1,609,793,547,348,000","1,075,521,252,000","480,726,000"
4713,"1,610,869,068,600,000","1,076,002,080,000","480,828,000"
4714,"1,611,945,070,680,000","1,076,483,010,000","480,930,000"
4715,"1,613,021,553,690,000","1,076,964,042,000","481,032,000"
4716,"1,614,098,517,732,000","1,077,445,176,000","481,134,000"
4717,"1,615,175,962,908,000","1,077,926,412,000","481,236,000"
4718,"1,616,253,889,320,000","1,078,407,750,000","481,338,000"
4719,"1,617,332,297,070,000","1,078,889,190,000","481,440,000"
4720,"1,618,411,186,260,000","1,079,370,732,000","481,542,000"
4721,"1,619,490,556,992,000","1,079,852,376,000","481,644,000"
4722,"1,620,570,409,368,000","1,080,334,122,000","481,746,000"
4723,"1,621,650,743,490,000","1,080,815,970,000","481,848,000"
4724,"1,622,731,559,460,000","1,081,297,920,000","481,950,000"
4725,"1,623,812,857,380,000","1,081,779,972,000","482,052,000"
4726,"1,624,894,637,352,000","1,082,262,126,000","482,154,000"
4727,"1,625,976,899,478,000","1,082,744,382,000","482,256,000"
4728,"1,627,059,643,860,000","1,083,226,740,000","482,358,000"
4729,"1,628,142,870,600,000","1,083,709,200,000","482,460,000"
4730,"1,629,226,579,800,000","1,084,191,762,000","482,562,000"
4731,"1,630,310,771,562,000","1,084,674,426,000","482,664,000"
4732,"1,631,395,445,988,000","1,085,157,192,000","482,766,000"
4733,"1,632,480,603,180,000","1,085,640,060,000","482,868,000"
4734,"1,633,566,243,240,000","1,086,123,030,000","482,970,000"
4735,"1,634,652,366,270,000","1,086,606,102,000","483,072,000"
4736,"1,635,738,972,372,000","1,087,089,276,000","483,174,000"
4737,"1,636,826,061,648,000","1,087,572,552,000","483,276,000"
4738,"1,637,913,634,200,000","1,088,055,930,000","483,378,000"
4739,"1,639,001,690,130,000","1,088,539,410,000","483,480,000"
4740,"1,640,090,229,540,000","1,089,022,992,000","483,582,000"
4741,"1,641,179,252,532,000","1,089,506,676,000","483,684,000"
4742,"1,642,268,759,208,000","1,089,990,462,000","483,786,000"
4743,"1,643,358,749,670,000","1,090,474,350,000","483,888,000"
4744,"1,644,449,224,020,000","1,090,958,340,000","483,990,000"
4745,"1,645,540,182,360,000","1,091,442,432,000","484,092,000"
4746,"1,646,631,624,792,000","1,091,926,626,000","484,194,000"
4747,"1,647,723,551,418,000","1,092,410,922,000","484,296,000"
4748,"1,648,815,962,340,000","1,092,895,320,000","484,398,000"
4749,"1,649,908,857,660,000","1,093,379,820,000","484,500,000"
4750,"1,651,002,237,480,000","1,093,864,422,000","484,602,000"
4751,"1,652,096,101,902,000","1,094,349,126,000","484,704,000"
4752,"1,653,190,451,028,000","1,094,833,932,000","484,806,000"
4753,"1,654,285,284,960,000","1,095,318,840,000","484,908,000"
4754,"1,655,380,603,800,000","1,095,803,850,000","485,010,000"
4755,"1,656,476,407,650,000","1,096,288,962,000","485,112,000"
4756,"1,657,572,696,612,000","1,096,774,176,000","485,214,000"
4757,"1,658,669,470,788,000","1,097,259,492,000","485,316,000"
4758,"1,659,766,730,280,000","1,097,744,910,000","485,418,000"
4759,"1,660,864,475,190,000","1,098,230,430,000","485,520,000"
4760,"1,661,962,705,620,000","1,098,716,052,000","485,622,000"
4761,"1,663,061,421,672,000","1,099,201,776,000","485,724,000"
4762,"1,664,160,623,448,000","1,099,687,602,000","485,826,000"
4763,"1,665,260,311,050,000","1,100,173,530,000","485,928,000"
4764,"1,666,360,484,580,000","1,100,659,560,000","486,030,000"
4765,"1,667,461,144,140,000","1,101,145,692,000","486,132,000"
4766,"1,668,562,289,832,000","1,101,631,926,000","486,234,000"
4767,"1,669,663,921,758,000","1,102,118,262,000","486,336,000"
4768,"1,670,766,040,020,000","1,102,604,700,000","486,438,000"
4769,"1,671,868,644,720,000","1,103,091,240,000","486,540,000"
4770,"1,672,971,735,960,000","1,103,577,882,000","486,642,000"
4771,"1,674,075,313,842,000","1,104,064,626,000","486,744,000"
4772,"1,675,179,378,468,000","1,104,551,472,000","486,846,000"
4773,"1,676,283,929,940,000","1,105,038,420,000","486,948,000"
4774,"1,677,388,968,360,000","1,105,525,470,000","487,050,000"
4775,"1,678,494,493,830,000","1,106,012,622,000","487,152,000"
4776,"1,679,600,506,452,000","1,106,499,876,000","487,254,000"
4777,"1,680,707,006,328,000","1,106,987,232,000","487,356,000"
4778,"1,681,813,993,560,000","1,107,474,690,000","487,458,000"
4779,"1,682,921,468,250,000","1,107,962,250,000","487,560,000"
4780,"1,684,029,430,500,000","1,108,449,912,000","487,662,000"
4781,"1,685,137,880,412,000","1,108,937,676,000","487,764,000"
4782,"1,686,246,818,088,000","1,109,425,542,000","487,866,000"
4783,"1,687,356,243,630,000","1,109,913,510,000","487,968,000"
4784,"1,688,466,157,140,000","1,110,401,580,000","488,070,000"
4785,"1,689,576,558,720,000","1,110,889,752,000","488,172,000"
4786,"1,690,687,448,472,000","1,111,378,026,000","488,274,000"
4787,"1,691,798,826,498,000","1,111,866,402,000","488,376,000"
4788,"1,692,910,692,900,000","1,112,354,880,000","488,478,000"
4789,"1,694,023,047,780,000","1,112,843,460,000","488,580,000"
4790,"1,695,135,891,240,000","1,113,332,142,000","488,682,000"
4791,"1,696,249,223,382,000","1,113,820,926,000","488,784,000"
4792,"1,697,363,044,308,000","1,114,309,812,000","488,886,000"
4793,"1,698,477,354,120,000","1,114,798,800,000","488,988,000"
4794,"1,699,592,152,920,000","1,115,287,890,000","489,090,000"
4795,"1,700,707,440,810,000","1,115,777,082,000","489,192,000"
4796,"1,701,823,217,892,000","1,116,266,376,000","489,294,000"
4797,"1,702,939,484,268,000","1,116,755,772,000","489,396,000"
4798,"1,704,056,240,040,000","1,117,245,270,000","489,498,000"
4799,"1,705,173,485,310,000","1,117,734,870,000","489,600,000"
4800,"1,706,291,220,180,000","1,118,224,572,000","489,702,000"
4801,"1,707,409,444,752,000","1,118,714,376,000","489,804,000"
4802,"1,708,528,159,128,000","1,119,204,282,000","489,906,000"
4803,"1,709,647,363,410,000","1,119,694,290,000","490,008,000"
4804,"1,710,767,057,700,000","1,120,184,400,000","490,110,000"
4805,"1,711,887,242,100,000","1,120,674,612,000","490,212,000"
4806,"1,713,007,916,712,000","1,121,164,926,000","490,314,000"
4807,"1,714,129,081,638,000","1,121,655,342,000","490,416,000"
4808,"1,715,250,736,980,000","1,122,145,860,000","490,518,000"
4809,"1,716,372,882,840,000","1,122,636,480,000","490,620,000"
4810,"1,717,495,519,320,000","1,123,127,202,000","490,722,000"
4811,"1,718,618,646,522,000","1,123,618,026,000","490,824,000"
4812,"1,719,742,264,548,000","1,124,108,952,000","490,926,000"
4813,"1,720,866,373,500,000","1,124,599,980,000","491,028,000"
4814,"1,721,990,973,480,000","1,125,091,110,000","491,130,000"
4815,"1,723,116,064,590,000","1,125,582,342,000","491,232,000"
4816,"1,724,241,646,932,000","1,126,073,676,000","491,334,000"
4817,"1,725,367,720,608,000","1,126,565,112,000","491,436,000"
4818,"1,726,494,285,720,000","1,127,056,650,000","491,538,000"
4819,"1,727,621,342,370,000","1,127,548,290,000","491,640,000"
4820,"1,728,748,890,660,000","1,128,040,032,000","491,742,000"
4821,"1,729,876,930,692,000","1,128,531,876,000","491,844,000"
4822,"1,731,005,462,568,000","1,129,023,822,000","491,946,000"
4823,"1,732,134,486,390,000","1,129,515,870,000","492,048,000"
4824,"1,733,264,002,260,000","1,130,008,020,000","492,150,000"
4825,"1,734,394,010,280,000","1,130,500,272,000","492,252,000"
4826,"1,735,524,510,552,000","1,130,992,626,000","492,354,000"
4827,"1,736,655,503,178,000","1,131,485,082,000","492,456,000"
4828,"1,737,786,988,260,000","1,131,977,640,000","492,558,000"
4829,"1,738,918,965,900,000","1,132,470,300,000","492,660,000"
4830,"1,740,051,436,200,000","1,132,963,062,000","492,762,000"
4831,"1,741,184,399,262,000","1,133,455,926,000","492,864,000"
4832,"1,742,317,855,188,000","1,133,948,892,000","492,966,000"
4833,"1,743,451,804,080,000","1,134,441,960,000","493,068,000"
4834,"1,744,586,246,040,000","1,134,935,130,000","493,170,000"
4835,"1,745,721,181,170,000","1,135,428,402,000","493,272,000"
4836,"1,746,856,609,572,000","1,135,921,776,000","493,374,000"
4837,"1,747,992,531,348,000","1,136,415,252,000","493,476,000"
4838,"1,749,128,946,600,000","1,136,908,830,000","493,578,000"
4839,"1,750,265,855,430,000","1,137,402,510,000","493,680,000"
4840,"1,751,403,257,940,000","1,137,896,292,000","493,782,000"
4841,"1,752,541,154,232,000","1,138,390,176,000","493,884,000"
4842,"1,753,679,544,408,000","1,138,884,162,000","493,986,000"
4843,"1,754,818,428,570,000","1,139,378,250,000","494,088,000"
4844,"1,755,957,806,820,000","1,139,872,440,000","494,190,000"
4845,"1,757,097,679,260,000","1,140,366,732,000","494,292,000"
4846,"1,758,238,045,992,000","1,140,861,126,000","494,394,000"
4847,"1,759,378,907,118,000","1,141,355,622,000","494,496,000"
4848,"1,760,520,262,740,000","1,141,850,220,000","494,598,000"
4849,"1,761,662,112,960,000","1,142,344,920,000","494,700,000"
4850,"1,762,804,457,880,000","1,142,839,722,000","494,802,000"
4851,"1,763,947,297,602,000","1,143,334,626,000","494,904,000"
4852,"1,765,090,632,228,000","1,143,829,632,000","495,006,000"
4853,"1,766,234,461,860,000","1,144,324,740,000","495,108,000"
4854,"1,767,378,786,600,000","1,144,819,950,000","495,210,000"
4855,"1,768,523,606,550,000","1,145,315,262,000","495,312,000"
4856,"1,769,668,921,812,000","1,145,810,676,000","495,414,000"
4857,"1,770,814,732,488,000","1,146,306,192,000","495,516,000"
4858,"1,771,961,038,680,000","1,146,801,810,000","495,618,000"
4859,"1,773,107,840,490,000","1,147,297,530,000","495,720,000"
4860,"1,774,255,138,020,000","1,147,793,352,000","495,822,000"
4861,"1,775,402,931,372,000","1,148,289,276,000","495,924,000"
4862,"1,776,551,220,648,000","1,148,785,302,000","496,026,000"
4863,"1,777,700,005,950,000","1,149,281,430,000","496,128,000"
4864,"1,778,849,287,380,000","1,149,777,660,000","496,230,000"
4865,"1,779,999,065,040,000","1,150,273,992,000","496,332,000"
4866,"1,781,149,339,032,000","1,150,770,426,000","496,434,000"
4867,"1,782,300,109,458,000","1,151,266,962,000","496,536,000"
4868,"1,783,451,376,420,000","1,151,763,600,000","496,638,000"
4869,"1,784,603,140,020,000","1,152,260,340,000","496,740,000"
4870,"1,785,755,400,360,000","1,152,757,182,000","496,842,000"
4871,"1,786,908,157,542,000","1,153,254,126,000","496,944,000"
4872,"1,788,061,411,668,000","1,153,751,172,000","497,046,000"
4873,"1,789,215,162,840,000","1,154,248,320,000","497,148,000"
4874,"1,790,369,411,160,000","1,154,745,570,000","497,250,000"
4875,"1,791,524,156,730,000","1,155,242,922,000","497,352,000"
4876,"1,792,679,399,652,000","1,155,740,376,000","497,454,000"
4877,"1,793,835,140,028,000","1,156,237,932,000","497,556,000"
4878,"1,794,991,377,960,000","1,156,735,590,000","497,658,000"
4879,"1,796,148,113,550,000","1,157,233,350,000","497,760,000"
4880,"1,797,305,346,900,000","1,157,731,212,000","497,862,000"
4881,"1,798,463,078,112,000","1,158,229,176,000","497,964,000"
4882,"1,799,621,307,288,000","1,158,727,242,000","498,066,000"
4883,"1,800,780,034,530,000","1,159,225,410,000","498,168,000"
4884,"1,801,939,259,940,000","1,159,723,680,000","498,270,000"
4885,"1,803,098,983,620,000","1,160,222,052,000","498,372,000"
4886,"1,804,259,205,672,000","1,160,720,526,000","498,474,000"
4887,"1,805,419,926,198,000","1,161,219,102,000","498,576,000"
4888,"1,806,581,145,300,000","1,161,717,780,000","498,678,000"
4889,"1,807,742,863,080,000","1,162,216,560,000","498,780,000"
4890,"1,808,905,079,640,000","1,162,715,442,000","498,882,000"
4891,"1,810,067,795,082,000","1,163,214,426,000","498,984,000"
4892,"1,811,231,009,508,000","1,163,713,512,000","499,086,000"
4893,"1,812,394,723,020,000","1,164,212,700,000","499,188,000"
4894,"1,813,558,935,720,000","1,164,711,990,000","499,290,000"
4895,"1,814,723,647,710,000","1,165,211,382,000","499,392,000"
4896,"1,815,888,859,092,000","1,165,710,876,000","499,494,000"
4897,"1,817,054,569,968,000","1,166,210,472,000","499,596,000"
4898,"1,818,220,780,440,000","1,166,710,170,000","499,698,000"
4899,"1,819,387,490,610,000","1,167,209,970,000","499,800,000"
4900,"1,820,554,700,580,000","1,167,709,872,000","499,902,000"
4901,"1,821,722,410,452,000","1,168,209,876,000","500,004,000"
4902,"1,822,890,620,328,000","1,168,709,982,000","500,106,000"
4903,"1,824,059,330,310,000","1,169,210,190,000","500,208,000"
4904,"1,825,228,540,500,000","1,169,710,500,000","500,310,000"
4905,"1,826,398,251,000,000","1,170,210,912,000","500,412,000"
4906,"1,827,568,461,912,000","1,170,711,426,000","500,514,000"
4907,"1,828,739,173,338,000","1,171,212,042,000","500,616,000"
4908,"1,829,910,385,380,000","1,171,712,760,000","500,718,000"
4909,"1,831,082,098,140,000","1,172,213,580,000","500,820,000"
4910,"1,832,254,311,720,000","1,172,714,502,000","500,922,000"
4911,"1,833,427,026,222,000","1,173,215,526,000","501,024,000"
4912,"1,834,600,241,748,000","1,173,716,652,000","501,126,000"
4913,"1,835,773,958,400,000","1,174,217,880,000","501,228,000"
4914,"1,836,948,176,280,000","1,174,719,210,000","501,330,000"
4915,"1,838,122,895,490,000","1,175,220,642,000","501,432,000"
